SKU,Name,Technical Name,Category,Sub Category,Product Type,Unit,Base Rate,GST %,HSN Code,Packaging Type,Weight (kg),Packing Size,MOQ Web,MOQ Dist,MOQ Bulk (kg),Status Web,Status Dist,Status Bulk,P Alpha,C Beta,T Gama,Notes
BK-418,Katyayani Stearic Acid,,Chemical Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,72.4,79.9,
BK-916,Katyayani Thickening Agent,,Chemical Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-454,Katyayani Tinopal,,Chemical Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,745.2,752.7,
BK-155,Katyayani Titanium Dioxide,titanium dioxide,Chemical Products,other product,bulk,KG,414,18,3808,,,,0,0,0,active,not_listed,inactive,4.23,164.358,168.588,
BK-455,Katyayani Zeolite Powder,,Chemical Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,42.4,49.9,
BK-419,Katyayani Zinc Oxide,zinc oxide,Chemical Products,other product,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,7.5,112.8,120.3,
BK-873,Zinc Sulphate 33%,zinc sulphate 33 %,Chemical Products,micronutrient fertilizer,bulk,KG,0,5,3105,,,,30,200,800,active,not_listed,inactive,5,10,15,
BK-518,Biogold kg,humic acid 95 %,fertilizer,organic fertilizer,bulk,KG,0,5,3105,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-788,Black organic prom,,fertilizer,organic fertilizer,bulk,KG,0,5,3105,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1157,Borax 10.5% WP,borax 10.5 %,fertilizer,other fertilizer,bulk,KG,0,5,3105,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1159,Boric Acid 17 %,boric acid 17 %,fertilizer,other fertilizer,bulk,KG,0,5,3105,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1161,Boron ethanolamine 10% - sc,boron ethanolamine 10 %,fertilizer,other fertilizer,bulk,KG,0,5,3105,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-05,CALCIUM NITRATE,calcium nitrate,fertilizer,micronutrient fertilizer,bulk,KG,20,5,3105,,,,25,100,100,active,active,active,7.5,7.94,15.44,
BK-1092,CALSOATE,calcium thiosulphate 40 %,fertilizer,other fertilizer,bulk,KG,0,5,3105,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1160,Colemanite 11% -wp,colemanite 11 %,fertilizer,other fertilizer,bulk,KG,0,5,3105,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1158,copper sulphate 24%,copper sulphate 24 %,fertilizer,other fertilizer,bulk,KG,0,5,3105,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1171,CROP-K,potassium thiosulphate,fertilizer,other fertilizer,bulk,KG,0,5,3105,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1169,Ethephon 10 %,ethephon 10 %,fertilizer,other fertilizer,bulk,KG,0,5,3105,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-791,HUMIC ACID,humic acid,fertilizer,organic fertilizer,bulk,KG,55,5,3105,,,,0,0,100,not_listed,not_listed,active,50,1375,1425,
BK-1162,Manganese carbonate Suspension Concentrate 26%- SC,manganese carbonate 26 %,fertilizer,other fertilizer,bulk,KG,0,5,3105,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1048,Micro Booster (All Nutrients Mixture),zinc 3 % + iron 2 % + manganese 1 % + copper 0.5 % + boron 0.5 % + molybdenum 0.05 % + sulphur 2.0 %,fertilizer,other fertilizer,bulk,KG,0,5,3105,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1176,MITTIMITRA,humic acid 1.5 %,fertilizer,organic fertilizer,bulk,KG,0,5,3105,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1164,NPK 08:08:08,,fertilizer,npk fertilizer,bulk,KG,0,5,3105,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1126,NPK 10 40 10,,fertilizer,other fertilizer,bulk,KG,0,5,3105,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1127,NPK 12 08 40,,fertilizer,other fertilizer,bulk,KG,0,5,3105,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-988,Organic Cocopeat,organic cocopeat,fertilizer,other fertilizer,bulk,KG,0,5,3105,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-787,Red organic prom,,fertilizer,organic fertilizer,bulk,KG,0,5,3105,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1109,Sodium Para-Nitro Phenolate 0.3% SL,sodium para-nitro phenolate 0.3 %,fertilizer,other fertilizer,bulk,KG,0,5,3105,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1089,SULFOGOLD 90,sulphur 90 %,fertilizer,other fertilizer,bulk,KG,0,5,3105,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-583,Accel gro (Gibberellic Acid 0.186% S.P),gibbrellic acid 0.186 %,Fertilizer,plant growth regulator,bulk,KG,253,5,3105,,,,5,50,100,active,not_listed,active,9,12.65,21.65,
BK-582,Accel gro Plus (GIBBERELLIC ACID 40% WSG),gibbrellic acid 40 %,Fertilizer,plant growth regulator,bulk,KG,12650,5,3105,,,,0.048,1,75,active,not_listed,active,4,75.9,79.9,
BK-643,ACTIVATED HUMIC ACID + FULVIC ACID 98 + AMMINOACID kg,humic acid + fulvic acid,Fertilizer,organic fertilizer,bulk,KG,0,5,3105,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-74,Alpha Naphthyl Acetic Acid 4.5 % SL,alpha naphthyl acetic acid 4.5 %,Fertilizer,plant growth regulator,bulk,KG,150,18,3808,,,,10,50,200,active,not_listed,active,15,37.5,52.5,
BK-525,ammonium molybnate 52% Kg,ammonium molybnate 52 %,Fertilizer,micronutrient fertilizer,bulk,KG,3105,5,3105,,,,2,5,25,active,not_listed,active,8.5,310.5,319,
BK-1055,Ammonium Sulphate kg,ammonium sulphate,Fertilizer,other fertilizer,bulk,KG,28,5,3105,,,,200,300,1500,active,not_listed,active,10,28,38,
BK-493,BACSIL SILICA SOLUBIZING BACTERIA Ltr,silica solubilizing bacteria,Fertilizer,bio fertilizer,bulk,KG,35,5,3105,,,,10,50,50,active,not_listed,active,40,35,75,
BK-5830,Bhannat Biostimulant,amino acid + seaweed extract,Fertilizer,bio stimulant,bulk,KG,200,5,3808,,,,10,50,200,active,not_listed,active,4.5,10,14.5,
BK-526,Bio Npk consortia powder Kg,azotobacter 1x10^8 cfu/g + phosphate solublizing bacteria 1x10^8 cfu/g + potash mobilizing bacteria 1x10^8 cfu/g,Fertilizer,bio fertilizer,bulk,KG,22,5,3105,,,,10,50,300,active,not_listed,active,3.2,2.2,5.4,
BK-865,Boric Acid,boric acid,Fertilizer,other fertilizer,bulk,KG,35,5,3105,,,,1.5,0,250,active,not_listed,active,7.5,13.895,21.395,
BK-761,Boron 10% SC ltr,boron 10 %,Fertilizer,hydroponic nutrients,bulk,KG,80,5,3105,,,,25,50,200,active,not_listed,active,0,0,0,
BK-10,Boron 20%,boron 20 %,Fertilizer,micronutrient fertilizer,bulk,KG,150,5,3105,,,,25,50,250,active,not_listed,active,8,15,23,
BK-1135,Boron 20% EDTA Hydroponics,boron 20 %,Fertilizer,hydroponic nutrients,bulk,KG,400,5,3105,,,,0.06,25,0,active,not_listed,inactive,1.692,36,37.692,
BK-760,calcium concentrate 11 % SC ltr,calcium concentrate 11 %,Fertilizer,plant growth regulator,bulk,KG,80,5,3101,,,,0,0,45,active,not_listed,active,125,400,525,
BK-18,Calcium EDTA,calcium edta 10 %,Fertilizer,micronutrient fertilizer,bulk,KG,210,5,3105,,,,25,50,2000,active,not_listed,active,4.23,98.7,102.93,
CN-001,Calcium Nitrate,Ca(NO3)2,Fertilizer,,granule,Bag (25kg),650,,,,,,,,,active,not_listed,inactive,0,0,0,Calcium supplement
BK-25,Calcium Nitrate - Hydroponic,calcium nitrate,Fertilizer,hydroponic nutrients,bulk,KG,80,5,3105,,,,1.76,0,500,active,not_listed,active,10,70.4,80.4,
BK-480,Calcium Solubilizing bacteria,calcium solubilizing bacteria,Fertilizer,bio fertilizer,bulk,KG,32,5,3105,,,,10,50,100,active,not_listed,active,22.5,16,38.5,
BK-960,CALSOL + | Calcium 11% sc,calcium 11 %,Fertilizer,other fertilizer,bulk,KG,65,5,3101,,,,25,50,200,active,not_listed,active,8.5,6.5,15,
BK-496,carbon black Kg,,Fertilizer,organic fertilizer,bulk,KG,115,5,3105,,,,1,50,100,active,not_listed,active,3.2,11.5,14.7,
BK-628,Catalyser,silicon 50 %,Fertilizer,other fertilizer,bulk,KG,184,18,3105,,,,5,30,250,active,not_listed,active,11,18.4,29.4,
BK-75,CHLORMEQUAT CHLORIDE 50% SL,chlormequat chloride 50 %,Fertilizer,plant growth regulator,bulk,KG,175,18,3808,,,,10,50,200,active,not_listed,active,8.5,17.5,26,
BK-17,Copper 12% EDTA Kg,copper edta 12 %,Fertilizer,micronutrient fertilizer,bulk,KG,242,18,3105,,,,9,50,300,active,not_listed,active,1.692,24.2,25.892,
BK-26,Copper EDTA,copper edta + molybdenum,Fertilizer,bulk,bulk,KG,150,18,,,,,0,0,1000,active,not_listed,active,0,0,0,
BK-1142,Copper EDTA + Molybdenum Hydroponics,copper edta,Fertilizer,hydroponic nutrients,bulk,KG,400,5,3105,,,,0.07,25,0,active,not_listed,inactive,3.2,5.6,8.8,
BK-127,cow manure,cow manure,Fertilizer,other fertilizer,bulk,KG,8,5,3105,,,,0,1000,1000,active,not_listed,active,25,15.2,40.2,
BK-479,ETHER 39 (Ethephon 39% SL) ltr,ethephon 39 %,Fertilizer,plant growth regulator,bulk,KG,260,5,3105,,,,10,30,200,active,not_listed,active,14,26,40,
BK-28,Fe EDDHA (Iron Chelate) Micronutrient,ferrous edta,Fertilizer,bulk,bulk,KG,350,5,,,,,0,0,100,active,not_listed,active,0,0,0,
BK-1139,Fe EDDHA (Iron Chelate) Micronutrient Hydroponics,fe edta,Fertilizer,hydroponic nutrients,bulk,KG,400,5,3105,,,,0.06,10,0,active,not_listed,inactive,3.2,24,27.2,
BK-129,FE EDTA Iron,ferrous edta,Fertilizer,micronutrient fertilizer,bulk,KG,170,5,3105,,,,10,50,250,active,not_listed,active,15,76.5,91.5,
BK-73,Ferrous Sulphate,ferrous sulphate,Fertilizer,micronutrient fertilizer,bulk,KG,18,5,3105,,,,25,50,200,active,not_listed,active,4.23,8.46,12.69,
BK-464,Ferrous sulphate Heptahydrate,,Fertilizer,other product,bulk,KG,12,18,3808,,,,0,0,25,active,not_listed,active,7.5,5.448,12.948,
BK-52,Flowering booster ltr,flowering booster,Fertilizer,organic fertilizer,bulk,KG,173,5,3105,,,,0,50,150,active,not_listed,active,14,43.25,57.25,
BK-898,Forchlorfenuron 0.1%-(CPPU),forchlorefenuron 0.1 %,Fertilizer,plant growth regulator,bulk,KG,206,18,3808,,,,10,30,200,active,not_listed,active,15,51.5,66.5,
BK-128,Gardening Soil,cocopeat 60 % + vermicompost 20 % + perlite 10 %,Fertilizer,manures & soil,bulk,KG,25,5,3105,,,,0,0,1000,active,not_listed,active,50,237.5,287.5,
BK-866,Gibberalic Acid PGR,gibberalic acid 0.001 %,Fertilizer,plant growth regulator,bulk,KG,26,5,3105,,,,10,50,100,active,not_listed,active,8.5,2.6,11.1,
BK-1065,Gibberellic Acid 90% Technical,gibbrellic acid 90 %,Fertilizer,other fertilizer,bulk,KG,18000,5,3105,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-631,Homobrassinolite,homobrassinolide 0.04 %,Fertilizer,plant growth regulator,bulk,KG,288,18,3808,,,,5,30,100,active,not_listed,active,4.5,5.76,10.26,
HA-001,Humic Acid,Humic Acid 98%,Fertilizer,,powder,KG,180,,,,,,,,,active,not_listed,inactive,0,0,0,Soil conditioner
BK-797,humic acid 65% fulvic acid 3% K2O 8% Amino Acid 12% Bio available Potash 7%,humic acid 65 % + fulvic acid 3 % + potassium oxide 8 % + amino acid 12.0 % + potash 7.0 %,Fertilizer,plant growth regulator,bulk,KG,77,5,3101,,,,0,0,50,active,not_listed,active,10,77,87,
BK-48,Humic+FULVIC,humic acid 98 % + fulvic acid,Fertilizer,organic fertilizer,bulk,KG,70,5,3105,,,,25,50,250,active,not_listed,active,3,0.7,3.7,
BK-524,Humic+FULVIC Liquid Ltr,humic acid + fulvic acid,Fertilizer,organic fertilizer,bulk,KG,46,5,3105,,,,0,0,60,active,not_listed,active,22.5,23,45.5,
BK-522,Hydroponic Blossom A,blossom a,Fertilizer,hydroponic nutrients,bulk,KG,87.5,5,3105,,,,0,0,150,active,not_listed,active,40,21.875,61.875,
BK-523,Hydroponic Blossom B,blossom b,Fertilizer,hydroponic nutrients,bulk,KG,225,5,3105,,,,0,0,200,active,not_listed,active,40,56.25,96.25,
BK-520,Hydroponic Leafy A,leafy a,Fertilizer,hydroponic nutrients,bulk,KG,150,5,3105,,,,0,0,200,active,not_listed,active,22.5,60,82.5,
BK-521,Hydroponic Leafy B,leafy b,Fertilizer,hydroponic nutrients,bulk,KG,187.5,5,3105,,,,0,0,200,active,not_listed,active,22.5,75,97.5,
BK-1093,JEEVITA,amino acid + seaweed extract + humic acid,Fertilizer,other fertilizer,bulk,KG,25,5,3105,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-483,K-Ortho - Orthosilicic Acid (OSA) 2 % ltr,orthosilicic acid 2 %,Fertilizer,plant growth regulator,bulk,KG,69,5,3105,,,,10,50,300,active,not_listed,active,15,17.25,32.25,
BK-134,Katyayani CMS,,Fertilizer,organic fertilizer,bulk,KG,12,5,3105,,,,1000,1000,1000,active,not_listed,active,100,120,220,
BK-137,Katyayani Humic Zyme Plus,zyme plus,Fertilizer,organic fertilizer,bulk,KG,12,5,3105,,,,0,0,3500,active,not_listed,active,100,120,220,
BK-771,Magnesium Oxide 34% SC,magnesium oxide 34 %,Fertilizer,plant growth regulator,bulk,KG,0,5,3101,,,,0,0,500,active,not_listed,inactive,40,169,209,
BK-27,Magnesium Sulfate / Epsom salt,magnesium sulphate,Fertilizer,micronutrient fertilizer,bulk,KG,16,5,3105,,,,10,200,200,active,not_listed,active,15,15.2,30.2,
BK-1137,Magnesium Sulfate / Epsom salt Hydroponics,magnesium sulphate,Fertilizer,hydroponic nutrients,bulk,KG,0,5,3105,,,,1.59,200,0,active,not_listed,inactive,4.23,21.2,25.43,
BK-16,Manganese EDTA 12%,manganese edta 12 %,Fertilizer,micronutrient fertilizer,bulk,KG,150,5,3105,,,,0,25,100,active,not_listed,active,4.23,67.5,71.73,
BK-1141,Manganese EDTA 12% Hydroponics,manganese edta 12 %,Fertilizer,hydroponic nutrients,bulk,KG,0,5,3105,,,,0.45,25,0,active,not_listed,inactive,5,60,65,
BK-492,Mangenese sulphate Kg,mangenese sulphate,Fertilizer,micronutrient fertilizer,bulk,KG,0,5,3105,,,,25,50,50,active,not_listed,inactive,10,23,33,
BK-40,Mix micronutrient,zinc 3 % + iron 2 % + manganese 1 % + copper 0.5 % + boron 0.5 %,Fertilizer,micronutrient fertilizer,bulk,KG,242,5,3105,,,,1,15,300,active,not_listed,active,7,24.2,31.2,
BK-11,Mono Potassium Phosphate,,Fertilizer,hydroponic nutrients,bulk,KG,400,5,3105,,,,0.31,25,500,active,not_listed,active,7.5,124,131.5,
BK-1134,Mycho Vam,mycorrhiza 100 ip/g,Fertilizer,other fertilizer,bulk,KG,0,5,3105,,,,0,0,0,active,not_listed,inactive,100,120,220,
BK-09,MYCORRHIZA Powder,mycorrhiza,Fertilizer,bio fertilizer,bulk,KG,20,5,3105,,,,0,0,50,active,not_listed,active,7.5,9.4,16.9,
BK-138,NATURAL GRANULATED SILICA GARDNERS,natural granulated silica gardners,Fertilizer,organic fertilizer,bulk,KG,23,5,3105,,,,0,0,1000,active,not_listed,active,10,21.85,31.85,
BK-876,Nitrobenzene 35 % PGR,nitrobenzene 35 %,Fertilizer,plant growth regulator,bulk,KG,0,5,3101,,,,0,0,100,active,not_listed,inactive,15,11.25,26.25,
BK-762,NITROBENZENE 50% + AMINO 35% +Fulvic 38% + AMINO acid +PGR(sea weed powder or gibberli),nitrobenzene + amino + fulvic acid + gibbrellic acid + seaweed extract,Fertilizer,plant growth regulator,bulk,KG,0,5,3101,,,,0,0,0,active,not_listed,inactive,10,140,150,
BK-140,NPK 00 00 23,,Fertilizer,npk fertilizer,bulk,KG,19,5,3105,,,,25,100,250,active,not_listed,active,7.5,8.93,16.43,
BK-32,NPK 00 00 50,,Fertilizer,npk fertilizer,bulk,KG,35,5,3105,,,,50,100,250,active,not_listed,active,3.5,8.75,12.25,
BK-33,NPK 00 52 34,,Fertilizer,npk fertilizer,bulk,KG,35,5,3105,,,,50,100,250,active,not_listed,active,7.5,16.45,23.95,
BK-765,Npk 12 32 16,,Fertilizer,plant growth regulator,bulk,KG,0,5,3101,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-34,NPK 13 00 45,,Fertilizer,npk fertilizer,bulk,KG,41,5,3105,,,,50,100,250,active,not_listed,active,3.2,4.1,7.3,
BK-872,NPK 13 40 13,,Fertilizer,npk fertilizer,bulk,KG,0,5,3105,,,,50,100,250,active,not_listed,inactive,7.5,21.15,28.65,
NPK-001,NPK 19-19-19,NPK Complex,Fertilizer,,granule,Bag (50kg),1100,,,,,,,,,active,not_listed,inactive,0,0,0,Water soluble NPK
BK-621,npk 20 20 20,,Fertilizer,npk fertilizer,bulk,KG,0,5,3105,,,,50,100,50,active,not_listed,inactive,4.23,16.1,20.33,
BK-986,NPK 20 20 20 Liquid,,Fertilizer,npk fertilizer,bulk,KG,0,5,3105,,,,0,0,0,active,not_listed,inactive,40,40,80,
BK-141,Organic manure,organic manure,Fertilizer,organic fertilizer,bulk,KG,12,5,3105,,,,1000,2000,1000,active,not_listed,active,5,24,29,
BK-1110,Organic Potash Granule,organic potash,Fertilizer,organic fertilizer,bulk,KG,0,5,3105,,,,1000,2000,3500,active,not_listed,inactive,10,11.4,21.4,
BK-131,Organic Potash Powder,organic potash,Fertilizer,organic fertilizer,bulk,KG,8,5,3105,,,,1000,1000,3500,active,not_listed,active,10,8,18,
BK-1071,Paclobutrazol 40% SC,paclobutrazol 40 %,Fertilizer,plant growth regulator,bulk,KG,0,5,3105,,,,0,0,1500,active,not_listed,inactive,450,39000,39450,
BK-846,Ph Down,phosphoric acid,Fertilizer,hydroponic nutrients,bulk,KG,0,18,3808,,,,1.8,25,250,active,not_listed,inactive,40,45,85,
BK-130,Ph Up,potassium hydroxide,Fertilizer,hydroponic nutrients,bulk,KG,50,18,3808,,,,1.8,25,300,active,not_listed,active,40,45,85,
PH-001,Potassium Humate,K-Humate Flakes,Fertilizer,,flakes,KG,220,,,,,,,,,active,not_listed,inactive,0,0,0,Organic potassium source
BK-04,Potassium Nitrate,potassium nitrate,Fertilizer,bulk,bulk,KG,20,,,,,,0,0,500,active,not_listed,active,0,0,0,
BK-1138,Potassium Nitrate Hydroponics,potassium nitrate,Fertilizer,hydroponic nutrients,bulk,KG,0,5,3105,,,,0.93,25,0,active,not_listed,inactive,7.5,124,131.5,
BK-13,Potassium sulfate,potassium sulphate,Fertilizer,hydroponic nutrients,bulk,KG,35,5,3105,,,,0.3,25,100,active,not_listed,active,5,7,12,
BK-01,Prom,prom,Fertilizer,organic fertilizer,bulk,KG,12,5,3105,,,,1000,2000,3500,active,not_listed,active,10,11.4,21.4,
BK-41,Rock Phosphate,rock phosphate,Fertilizer,organic fertilizer,bulk,KG,7,5,3105,,,,0.95,1000,2000,active,not_listed,active,10,6.65,16.65,
BK-139,root fast,indole butyric acid 0.4 %,Fertilizer,plant growth regulator,bulk,KG,524.3,5,3105,,,,8,10,250,active,not_listed,active,4.5,26.215,30.715,
BK-555,Rootfast ltr,rootfast,Fertilizer,rooting hormone,bulk,KG,0,5,3105,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-42,Seaweed Extract Liquid,ascophyllum nodosum 20 %,Fertilizer,organic fertilizer,bulk,KG,35,5,3105,,,,25,50,1000,active,not_listed,active,15,8.75,23.75,
BK-519,Seaweed Extract Powder Kg,ascophyllum nodosum 95 %,Fertilizer,organic fertilizer,bulk,KG,0,5,3105,,,,10,50,400,active,not_listed,inactive,30,122,152,
BK-1046,Soil Putting Mixture,cocopeat 60 % + vermicompost 20 % + perlite 10 %,Fertilizer,other fertilizer,bulk,KG,0,5,3105,,,,0,0,0,active,not_listed,inactive,25,125,150,
BK-845,Starch superabsorbent WATER HOLD,superabsorbent- starch based,Fertilizer,other fertilizer,bulk,KG,0,5,3105,,,,20,200,2000,active,not_listed,inactive,15,80,95,
BK-993,Super Potassium F Humate Flakes,super potassium f humate flakes,Fertilizer,organic fertilizer,bulk,KG,0,5,3105,,,,0,50,200,active,not_listed,inactive,50,580,630,
BK-759,Triacontanol 0.05% EC,triacontanol 0.05 %,Fertilizer,plant growth regulator,bulk,KG,0,18,3808,,,,0,0,200,active,not_listed,inactive,125,650,775,
BK-466,Tricontenol 0.01 EW,triacontanol 0.1 %,Fertilizer,plant growth regulator,bulk,KG,0,18,3808,,,,10,50,200,active,not_listed,inactive,15,8.7,23.7,
BK-38,Vermicompost,vermicompost,Fertilizer,manures & soil,bulk,KG,8,5,3105,,,,25,1000,100,active,not_listed,active,10,7.6,17.6,
BK-959,YieldBor | Boron 10% sc,boron 10 %,Fertilizer,other fertilizer,bulk,KG,0,5,3101,,,,25,50,200,active,not_listed,inactive,8.5,14.1,22.6,
BK-08,zinc edta 12 %,zinc edta 12 %,Fertilizer,micronutrient fertilizer,bulk,KG,150,5,3105,,,,25,50,250,active,not_listed,active,8,15,23,
BK-1136,zinc edta 12 % Hydroponics,zinc edta 12 %,Fertilizer,hydroponic nutrients,bulk,KG,0,5,3105,,,,0,50,0,active,not_listed,inactive,2.538,94,96.538,
BK-574,Zinc Oxide Suspension Concentrate 39.5% ww zinc ltr,zinc oxide 39.5 %,Fertilizer,micronutrient fertilizer,bulk,KG,0,5,3101,,,,5,50,1000,active,not_listed,inactive,8.5,20.7,29.2,
BK-474,Zyme Kg,zyme,Fertilizer,organic fertilizer,bulk,KG,0,5,3105,,,,0,1500,3500,active,not_listed,inactive,100,120,220,
BK-1133,Zyme Pro,protease + cellulase + lipase,Fertilizer,other fertilizer,bulk,KG,0,5,3105,,,,0,0,0,active,not_listed,inactive,100,120,220,
BK-1095,CAPZOLE,captan 70 % + hexaconazole 5 %,fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-45,Carbendazim + Mancozeb,carbendazim 12 % + mancozeb 63 %,fungicide,chemical fungicide,bulk,KG,258,18,3808,,,,10,50,150,active,not_listed,active,4.5,6.45,10.95,
BK-499,dr zole Azoxystrobin 11.00 % Tebuconazole 18.30 % SC,azoxystrobin 11 % + tebuconazole 1830 %,fungicide,chemical fungicide,bulk,KG,300,18,3808,,,,100,25,100,active,not_listed,active,250,7500,7750,
BK-796,Kasugamycin 5% + Copper Oxychloride 45% WP,kasugamycin 5 % + copper oxychloride 45 %,fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-47,KTM,thiophanate methyl 70 %,fungicide,chemical fungicide,bulk,KG,340,18,3808,,,,10,30,250,active,not_listed,active,8,34,42,
BK-44,kzeb,mancozeb 75 %,fungicide,chemical fungicide,bulk,KG,130,18,3808,,,,1,50,50,active,not_listed,active,15,32.5,47.5,
BK-1129,NOVEL PRIME,penflufen 240 %,fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-487,Trichoderma harzianum kg,trichoderma harzianum,fungicide,bio fungicide,bulk,KG,0,5,3808,,,,10,50,200,active,not_listed,inactive,3.3,0.44,3.74,
BK-926,Trichoderma harzinum 1.5 wp,trichoderma harzianum 1.5 %,fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-925,Trichoderma harzinum Technical,trichoderma harzianum 2x10^9 cfu/g,fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1151,trichoderma virdi + trichoderma harzarium,trichoderma viride + trichoderma harzianum,fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-142,All in 1 Organic Fungicide,trichoderma viride 1 % + pseudomonas fluorescens 1 % + neem oil,Fungicide,organic fungicide,bulk,KG,281,5,3808,,,,10,50,1000,active,not_listed,active,8,28.1,36.1,
BK-680,AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC),azoxystrobin 16.7 % + tricyclazole 33.3 %,Fungicide,chemical fungicide,bulk,KG,470,18,3808,,,,2,10,45,active,not_listed,active,8.5,47,55.5,
BK-60,azoxy Ltr,azoxystrobin 23 %,Fungicide,chemical fungicide,bulk,KG,403,18,3808,,,,5,50,500,active,not_listed,active,4.5,6.045,10.545,
BK-686,Azoxystrobin 4.8% w/w + Chlorothalonil 40% w/w SC,azoxystrobin 4.8 % + chlorothalonil 40 %,Fungicide,chemical fungicide,bulk,KG,450,18,3808,,,,20,30,75,active,not_listed,active,40,450,490,
BK-685,Azozeb (Azoxystrobin 8.3% + Mancozeb 66.7% WG),azoxystrobin 8.3 % + mancozeb 66.7 %,Fungicide,chemical fungicide,bulk,KG,700,18,3808,,,,0,30,200,active,not_listed,active,15,420,435,
BK-942,AZOZEB + | Azoxystrobin 11.5% + Mancozeb 30% WP,azoxystrobin 11.5 % + mancozeb 30 %,Fungicide,chemical fungicide,bulk,KG,400,18,3808,,,,0,30,200,active,not_listed,active,1.5,40,41.5,
BK-472,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC),azoxystrobin 18.2 % + difenoconazole 11.4 %,Fungicide,chemical fungicide,bulk,KG,426,18,3808,,,,100,25,85,active,not_listed,active,15,106.5,121.5,
BK-554,BACILLUS SUPP 2% AS Powder kg,bacillus supp 2 %,Fungicide,bio fungicide,bulk,KG,22,5,3808,,,,10,50,300,active,not_listed,active,8,2.2,10.2,
BK-642,Benomyl 50% WP kg,benomyl 50 %,Fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-475,Boost (Propiconazole 25 % EC) ltr,propiconazole 25 %,Fungicide,chemical fungicide,bulk,KG,200,18,3808,,,,10,30,150,active,not_listed,active,15,50,65,
BK-150,bordeaux mixture,copper sulphate 20 % + calcium hydroxide 20 %,Fungicide,chemical fungicide,bulk,KG,50,18,3808,,,,10,50,40,active,not_listed,active,15,25,40,
BK-995,Chatur,mancozeb 40 % + azoxystrobin 7 %,Fungicide,chemical fungicide,bulk,KG,171,18,3808,,,,0,0,500,active,not_listed,active,15,42.75,57.75,
BK-527,Chlorothalonil 75% wp Kg,chlorothalonil 75 %,Fungicide,chemical fungicide,bulk,KG,380,18,3808,,,,0,0,500,active,not_listed,active,15,380,395,
BK-473,CONCOR Ltr,difenoconazole 25 %,Fungicide,chemical fungicide,bulk,KG,437,18,3808,,,,10,20,250,active,not_listed,active,8.5,43.7,52.2,
BK-46,Copper Oxychloride 50% WP,copper oxycloride 50 %,Fungicide,chemical fungicide,bulk,KG,190,18,3808,,,,0.25,50,100,active,not_listed,active,15,47.5,62.5,
